_id,title,description,release_date,genre,director,rating,cast[0].actor,cast[1].actor,cast[2].actor,cast[3].actor,cast[4].actor,cast[5].actor,cast[6].actor,cast[7].actor,cast[8].actor,cast[9].actor,cast[10].actor,cast[11].actor,cast[12].actor,cast[13].actor,cast[14].actor,cast[15].actor,cast[16].actor,cast[17].actor,cast[18].actor,cast[19].actor,cast[20].actor,cast[21].actor,cast[22].actor,cast[23].actor,cast[24].actor,cast[25].actor,cast[26].actor,cast[27].actor,cast[28].actor,cast[29].actor,cast[30].actor,cast[0].role,cast[1].role,cast[2].role,cast[3].role,cast[4].role,cast[5].role,cast[6].role,cast[7].role,cast[8].role,cast[9].role,cast[10].role,cast[11].role,cast[12].role,cast[13].role,cast[14].role,cast[15].role,cast[16].role,cast[17].role,cast[18].role,cast[19].role,cast[20].role,cast[21].role,cast[22].role,cast[23].role,cast[24].role,cast[25].role,cast[26].role,cast[27].role,cast[28].role,cast[29].role,cast[30].role,cast[0]._id,cast[1]._id,cast[2]._id,cast[3]._id,cast[4]._id,cast[5]._id,cast[6]._id,cast[7]._id,cast[8]._id,cast[9]._id,cast[10]._id,cast[11]._id,cast[12]._id,cast[13]._id,cast[14]._id,cast[15]._id,cast[16]._id,cast[17]._id,cast[18]._id,cast[19]._id,cast[20]._id,cast[21]._id,cast[22]._id,cast[23]._id,cast[24]._id,cast[25]._id,cast[26]._id,cast[27]._id,cast[28]._id,cast[29]._id,cast[30]._id,poster_url,is_deleted,__v,test_poster_url,language,banner_url,runtime,writer,trailer_url,view_count,created_at,updated_at,deleted_at
6798e330dee8c7cd3de536da,Om Shanti Om,"Om, a junior film artist, is smitten by Shantipriya, a renowned actress, but is killed while trying to save her from a fire accident. Thirty years later, he is reborn and sets out to avenge her death.",2007-11-09T00:00:00.000Z,"Action, Comedy, Drama, Fantasy, Romance, Thriller",Farah Khan,0, Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6798e330dee8c7cd3de536db,6798e330dee8c7cd3de536dc,6798e330dee8c7cd3de536dd,6798e330dee8c7cd3de536de,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738072877843-m-banner-Om-Shanti-Om.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738072877849-m-poster-Om-Shanti-Om.jpg,02:42,"Farah Khan, Mayur Puri, Mushtaq Sheikh",,,2025-01-28T14:01:20.168Z,2025-01-28T14:01:20.168Z,2025-01-28T14:01:20.168Z
6798e45ddee8c7cd3de54682,Mohabbatein,"Narayan is a strict principal of Gurukul who does not believe in love and forbids his students from following their hearts. However, things take a turn when a music teacher challenges his authority.",2000-10-27T00:00:00.000Z,"Drama, Romance, Musical",Aditya Chopra,0, Amitabh Bachchan,Shah Rukh Khan,Aishwarya Rai Bachchan, Jimmy Shergill,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6798e45ddee8c7cd3de54683,6798e45ddee8c7cd3de54684,6798e45ddee8c7cd3de54685,6798e45ddee8c7cd3de54686,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738073179936-m-banner-Mohabbatein-.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738073179940-m-poster-Mohabbatein-.jpg,03:36,Aditya Chopra,,,2025-01-28T14:06:21.937Z,2025-01-28T14:06:21.937Z,2025-01-28T14:06:21.937Z
6798e5a4dee8c7cd3de54ad3,Kabhi Khushi Kabhie Gham...,"The adopted but much loved elder son of a rich couple is banished by his father when he chooses to wed a middle-class woman. Their younger son sets out to find him, hoping to reunite his family.",2001-12-14T00:00:00.000Z,"Drama, Musical, Romance",Karan Johar,0, Shah Rukh Khan, Kajol,Amitabh Bachchan, Hrithik Roshan, Jaya Bachchan,Kareena Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,6798e5a4dee8c7cd3de54ad4,6798e5a4dee8c7cd3de54ad5,6798e5a4dee8c7cd3de54ad6,6798e5a4dee8c7cd3de54ad7,6798e5a4dee8c7cd3de54ad8,6798e5a4dee8c7cd3de54ad9,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738073506362-m-banner-Kabhi-Khushi-Kabhie-Gham....jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738073506367-m-poster-Kabhi-Khushi-Kabhie-Gham....jpg,03:30,"Sheena Parekh, Karan Johar",,,2025-01-28T14:11:48.225Z,2025-01-28T14:11:48.225Z,2025-01-28T14:11:48.225Z
6798e75fdee8c7cd3de54f28,Raees,"Threat looms over bootlegger Raees Alam and his business after ACP Majmudar decides to get the better of him. In order to survive and keep his trade thriving, Raees must overcome Majumdar.",2017-01-25T00:00:00.000Z,"Action, Crime, Drama, Gangster",Rahul Dholakia,0, Shah Rukh Khan,Jaideep Ahlawat,Mahira Khan,Sunny Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6798e75fdee8c7cd3de54f29,6798e75fdee8c7cd3de54f2a,6798e75fdee8c7cd3de54f2b,6798e75fdee8c7cd3de54f2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738073949835-m-banner-Raees-.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738073949839-m-poster-Raees-.jpg,02:23,Rahul Dholakia,,,2025-01-28T14:19:11.892Z,2025-01-28T14:19:11.892Z,2025-01-28T14:19:11.892Z
6798e89fdee8c7cd3de557d0,Chennai Express,"Rahul, a young man, sets out to immerse his late grandfather's ashes at Rameshwaram. However, when he helps Meena, a runaway bride, board a train, he has to face the ire of her criminal family.",2013-08-08T00:00:00.000Z,"Action, Comedy, Romance",Rohit Shetty,0,Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6798e89fdee8c7cd3de557d1,6798e89fdee8c7cd3de557d2,6798e89fdee8c7cd3de557d3,6798e89fdee8c7cd3de557d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738074269107-m-banner-Chennai-Express.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738074269111-m-poster-Chennai-Express.jpg,02:21,"Yunus Sajawal, Farhad-Sajid",,,2025-01-28T14:24:31.134Z,2025-01-28T14:24:31.134Z,2025-01-28T14:24:31.134Z
679a3808dee8c7cd3de6d6b1,Baby John,"Baby John is a 2024 Indian Hindi-language action drama film directed by Kalees. It serves as a remake of Atlee's 2016 Tamil film Theri. The film stars Varun Dhawan, alongside Keerthy Suresh, Wamiqa Gabbi, Zara Zyanna and Jackie Shroff.",2024-12-25T00:00:00.000Z,"Action, Drama, Thriller",Kalees,0,Varun Dhawan,Jackie Shroff, Wamiqa Gabbi Dr. Meera,Salman Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,679a3808dee8c7cd3de6d6b2,679a3808dee8c7cd3de6d6b3,679a3808dee8c7cd3de6d6b4,679a3808dee8c7cd3de6d6b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738160134350-m-banner-Baby-John-.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738160134356-m-poster-Baby-John-.jpg,02:45,"Atlee Kumar, Kalees, Sumit Arora",,,2025-01-29T14:15:36.562Z,2025-01-29T14:15:36.562Z,2025-01-29T14:15:36.562Z
679a38f7dee8c7cd3de6db10,Tere Naam,"Radhe, a rowdy boy, falls in love with Nirjara, a first year college student. After initial hatred, when Nirjara reciprocates his love, a brutal attack renders him mentally unstable.",2003-08-15T00:00:00.000Z,"Action, Drama, Romance",Satish Kaushik,0,Salman Khan, Bhoomika Chawla,Sachin Khedekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679a38f7dee8c7cd3de6db11,679a38f7dee8c7cd3de6db12,679a38f7dee8c7cd3de6db13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738160373861-m-banner-Tere-Naam.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738160373865-m-poster-Tere-Naam.jpg,02:12,"Bala, Jainendra K. Jain",,,2025-01-29T14:19:35.801Z,2025-01-29T14:19:35.801Z,2025-01-29T14:19:35.801Z
679a3a22dee8c7cd3de6df71,Dabangg,Chulbul Pandey is a cop who has his own way of dealing with corruption. His detractor Cheddi Singh manages to create a rift between Chulbul and his step-brother and uses it to his advantage.,2010-09-10T00:00:00.000Z,"Action, Drama, Crime, Comedy",Abhinav Kashyap,0,Salman Khan,Sonakshi Sinha,Sonu Sood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679a3a22dee8c7cd3de6df72,679a3a22dee8c7cd3de6df73,679a3a22dee8c7cd3de6df74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738160671914-m-banner-Dabangg.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738160671920-m-poster-Dabangg.jpg,02:06,Dilip Shukla,,,2025-01-29T14:24:34.065Z,2025-01-29T14:24:34.065Z,2025-01-29T14:24:34.065Z
679a3b78dee8c7cd3de6e3d5,Bodyguard,"Lovely, an expert bodyguard, comes to the rescue of Divya, a wealthy businessman's daughter whose security is at risk. Eventually, they become close and develop genuine feelings for each other.",2011-08-31T00:00:00.000Z,"Action, Drama, Romance",Siddique,0,Salman Khan,Kareena Kapoor,Hazel Keech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679a3b78dee8c7cd3de6e3d6,679a3b78dee8c7cd3de6e3d7,679a3b78dee8c7cd3de6e3d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738161014367-m-banner-Bodyguard-2011.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738161014372-m-poster-Bodyguard-2011.jpg,02:11,"Siddique, J.P. Chowksey, Kiran",,,2025-01-29T14:30:16.910Z,2025-01-29T14:30:16.910Z,2025-01-29T14:30:16.910Z
679cce83dee8c7cd3df20f6c,Pink,"After being molested, Minal, along with her friends, tries to file an FIR against a politician's nephew. When the subsequent case gets rigged, Deepak, a retired lawyer, helps them to fight the case.",2016-09-16T00:00:00.000Z,"Thriller, Drama",Aniruddha Roy Chowdhury,0,Amitabh Bachchan,Taapsee Pannu,Kirti Kulhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679cce83dee8c7cd3df20f6d,679cce83dee8c7cd3df20f6e,679cce83dee8c7cd3df20f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738329729863-m-banner-Pink-2016.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738329729868-m-poster-Pink-2016.jpg,02:16,"Aniruddha Roy Chowdhury, Shoojit Sircar, Ritesh Shah",,,2025-01-31T13:22:11.630Z,2025-01-31T13:22:11.630Z,2025-01-31T13:22:11.630Z
679cd075dee8c7cd3df231da,Karthik Calling Karthik,"Karthik, an introvert, is always ridiculed by his boss and has faced many setbacks throughout his life. However, one day, he receives a phone call from a stranger who promises to transform his life.",2010-02-26T00:00:00.000Z,"Thriller, Romance",Vijay Lalwani,0,Farhan Akhtar,Deepika Padukone,Ram Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679cd075dee8c7cd3df231db,679cd075dee8c7cd3df231dc,679cd075dee8c7cd3df231dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738330227568-m-banner-Karthik-Calling-Karthik.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738330227573-m-poster-Karthik-Calling-Karthik.jpg,02:15,Vijay Lalwani,,,2025-01-31T13:30:29.572Z,2025-01-31T13:30:29.572Z,2025-01-31T13:30:29.572Z
679cd429dee8c7cd3df2544d,Bell Bottom,"When a flight is hijacked by terrorists, Anshul, an undercover agent, sets out to rescue the passengers held hostage. However, he must overcome several challenges to be successful in his quest.",2021-08-19T00:00:00.000Z,"Action, Thriller",Ranjit Tiwari,0,Akshay Kumar,Huma Qureshi,Vaani Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679cd429dee8c7cd3df2544e,679cd429dee8c7cd3df2544f,679cd429dee8c7cd3df25450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738331175631-m-banner-Bell-Bottom.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738331175635-m-poster-Bell-Bottom.jpg,02:03,"Aseem Arrora, Parveez Sheikh",,,2025-01-31T13:46:17.402Z,2025-01-31T13:46:17.402Z,2025-01-31T13:46:17.402Z
679cd8cadee8c7cd3df2a948,Badla,"Naina, a successful entrepreneur and married woman, gets caught in a web of accusations when her lover is found dead. She then hires a reputable lawyer to work with her on the case and find answers.",2019-03-08T00:00:00.000Z,"Crime, Thriller, Drama",Sujoy Ghosh,0,Amitabh Bachchan,Taapsee Pannu,Antonio Aakeel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679cd8cadee8c7cd3df2a949,679cd8cadee8c7cd3df2a94a,679cd8cadee8c7cd3df2a94b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738332360787-m-banner-Badla.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738332360791-m-poster-Badla.jpg,01:58,Sujoy Ghosh,,,2025-01-31T14:06:02.554Z,2025-01-31T14:06:02.554Z,2025-01-31T14:06:02.554Z
679cdb9bdee8c7cd3df2adbb,Shivaay,"To unite his daughter, Gaura, with her Bulgarian mother, Olga, Shivaay travels overseas. On the way, a child trafficker kidnaps Gaura, causing Shivaay to chase him.",2016-10-28T00:00:00.000Z,"Action, Thriller, Crime",Ajay Devgn,0,Ajay Devgn,Abigail Eames,Erika Kaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679cdb9bdee8c7cd3df2adbc,679cdb9bdee8c7cd3df2adbd,679cdb9bdee8c7cd3df2adbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738333080480-m-banner-Shivaay.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738333080485-m-poster-Shivaay.jpg,02:49,Sandeep Srivastava,,,2025-01-31T14:18:03.051Z,2025-01-31T14:18:03.051Z,2025-01-31T14:18:03.051Z
679cdcdadee8c7cd3df2b6d8,D-Day,"Intelligence officer Wali Khan and a team of highly-trained officers are set to nab Goldman, one of India's most wanted terrorists. However, their mission is threatened by a minor miscalculation.",2013-07-19T00:00:00.000Z,"Action, Thriller",Nikkhil Advani,0,Irrfan Khan,Rishi Kapoor,Arjun Rampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679cdcdadee8c7cd3df2b6d9,679cdcdadee8c7cd3df2b6da,679cdcdadee8c7cd3df2b6db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738333401090-m-banner-D-Day-.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738333401095-m-poster-D-Day-.jpg,02:33,"Nikkhil Advani, Ritesh Shah, Suresh Nair",,,2025-01-31T14:23:22.829Z,2025-01-31T14:23:22.829Z,2025-01-31T14:23:22.829Z
679db63bdee8c7cd3df356f6,Ugly,"Rahul, a struggling actor, searches for his daughter, Kali, after she goes missing. Soon, he and Bose, her stepfather who is also a policeman, begin to accuse each other of kidnapping her.",2014-01-01T00:00:00.000Z,"Thriller, Mystery, Drama, Crime",Anurag Kashyap,0,Rahul Bhat,Ronit Roy,Tejaswini Kolhapure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679db63bdee8c7cd3df356f7,679db63bdee8c7cd3df356f8,679db63bdee8c7cd3df356f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738389049543-m-banner-Ugly.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738389049548-m-poster-Ugly.jpg,20:8,Anurag Kashyap,,,2025-02-01T05:50:51.884Z,2025-02-01T05:50:51.884Z,2025-02-01T05:50:51.884Z
679db832dee8c7cd3df36a95,Neerja,"Neerja, a flight attendant, boards Pan Am flight 73 in 1986. When the flight is hijacked by terrorists, Neerja risks her life to stall the terrorists from attacking the passengers on board.",2016-02-19T00:00:00.000Z,"Biography, Thriller, Drama ",Ram Madhvani,0,Sonam Kapoor,Shabana Azmi,Yogendra Tikku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679db832dee8c7cd3df36a96,679db832dee8c7cd3df36a97,679db832dee8c7cd3df36a98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738389552106-m-banner-Neerja-.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738389552115-m-poster-Neerja-.jpg,02:02,"Saiwyn Quadras, Sanyuktha Chawla Shaikh",,,2025-02-01T05:59:14.412Z,2025-02-01T05:59:14.412Z,2025-02-01T05:59:14.412Z
679db936dee8c7cd3df36f14,Rocky Handsome,"Kabir, a young man who runs a pawn shop in Goa, befriends his little neighbour Naomi, a bright eight-year-old girl. After she gets abducted, he goes on a vengeful spree to get her back.\n",2016-03-25T00:00:00.000Z,"Action, Thriller",Nishikant Kamat,0,John Abraham,Nishikant Kamat,Sharad Kelkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679db936dee8c7cd3df36f15,679db936dee8c7cd3df36f16,679db936dee8c7cd3df36f17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738389811726-m-banner-Rocky-Handsome.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738389811727-m-poster-Rocky-Handsome.jpg,02:06,Ritesh Shah,,,2025-02-01T06:03:34.060Z,2025-02-01T06:03:34.060Z,2025-02-01T06:03:34.060Z
679dba34dee8c7cd3df373e7,Talaash: The Answer Lies Within,"Inspector Shekhawat and his wife are stunned when their son dies. While his wife openly struggles to deal with her loss, he distracts himself by solving the mysterious death of an actor.",2012-11-30T00:00:00.000Z,"Thriller, Mystery, Drama",Reema Kagti,0,Aamir Khan,Kareena Kapoor,Rani Mukerji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dba34dee8c7cd3df373e8,679dba34dee8c7cd3df373e9,679dba34dee8c7cd3df373ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390065310-m-banner-Talaash--The-Answer-Lies-Within.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390065314-m-poster-Talaash--The-Answer-Lies-Within.jpg,02:19," Farhan Akhtar, Anurag Kashyap, Zoya Akhtar",,,2025-02-01T06:07:48.011Z,2025-02-01T06:07:48.011Z,2025-02-01T06:07:48.011Z
679dbb3ddee8c7cd3df3786e,Force,"ACP Yashvardhan of the Narcotics Control Bureau and his team successfully kill a drug dealer, Vasu. But Vasu's vengeful brother, Vishnu, a dreaded gangster, vows to destroy the ACP's life.",2011-09-30T00:00:00.000Z,"Action, Crime, Drama, Thriller",Nishikant Kamat,0,John Abraham,Genelia Deshmukh,Vidyut Jammwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dbb3ddee8c7cd3df3786f,679dbb3ddee8c7cd3df37870,679dbb3ddee8c7cd3df37871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390331043-m-banner-Force-2011.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390331047-m-poster-Force-2011.jpg,02:18,Ritesh Shah,,,2025-02-01T06:12:13.020Z,2025-02-01T06:12:13.020Z,2025-02-01T06:12:13.020Z
679dbc23dee8c7cd3df37cf6,Don 2,"After dominating the Asian underworld, Don sets his eyes on the European criminal market. Caught between the Berlin mafia and law enforcement, Don tries to escape treachery and betrayal.",2011-12-23T00:00:00.000Z,"\nAction, Crime, Thriller",Farhan Akhtar,0,Shah Rukh Khan,Florian Lukas,Om Puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dbc23dee8c7cd3df37cf7,679dbc23dee8c7cd3df37cf8,679dbc23dee8c7cd3df37cf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390560964-m-banner-Don-2.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390560964-m-poster-Don-2.jpg,02:28,Farhan Akhtar,,,2025-02-01T06:16:03.207Z,2025-02-01T06:16:03.207Z,2025-02-01T06:16:03.207Z
679dbd6ddee8c7cd3df38183,Sherni,"A forest officer is tasked with capturing and containing a man-eating tigress in a remote village. However, she faces hostility from various sides as she tries to do her job.\n",2021-06-18T00:00:00.000Z,"Action, Adventure, Drama, Thriller",Amit V. Masurkar,0,Prateek Pachauri,Neeraj Kabi,Vijay Raaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dbd6ddee8c7cd3df38184,679dbd6ddee8c7cd3df38185,679dbd6ddee8c7cd3df38186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390890498-m-banner-Sherni.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738390890503-m-poster-Sherni.jpg,02:10,"Aastha Tiku, Yashashvi Mishra",,,2025-02-01T06:21:33.336Z,2025-02-01T06:21:33.336Z,2025-02-01T06:21:33.336Z
679dbe88dee8c7cd3df38613,Raajneeti,"Samar, the son of a political family, has chosen to go to the USA to live with his girlfriend. However, the death of his father makes him put his plans on hold and enter the dirty world of politics.",2010-06-04T00:00:00.000Z,"\nDrama, Thriller",Prakash Jha,0,Ajay Devgn,Ranbir Kapoor,Nana Patekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dbe88dee8c7cd3df38614,679dbe88dee8c7cd3df38615,679dbe88dee8c7cd3df38616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738391173964-m-banner-Raajneeti.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738391173969-m-poster-Raajneeti.jpg,02:43,"Prakash Jha, Anjum Rajabali, Sameer Anjaan",,,2025-02-01T06:26:16.821Z,2025-02-01T06:26:16.821Z,2025-02-01T06:26:16.821Z
679dc0dddee8c7cd3df38cab,Udta Punjab,"A rock star, a migrant labourer, a doctor and a policeman find themselves struggling to cope with the ensuing chaos surrounding a drug crisis in Punjab, India.",2016-06-17T00:00:00.000Z,CrimeDrama,Abhishek Chaubey,0,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dc0dddee8c7cd3df38cac,679dc0dddee8c7cd3df38cad,679dc0dddee8c7cd3df38cae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738391770631-m-banner-Udta-Punjab.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738391770636-m-poster-Udta-Punjab.jpg,02:29,"Sudip Sharma, Abhishek Chaubey",,,2025-02-01T06:36:13.416Z,2025-02-01T06:36:13.416Z,2025-02-01T06:36:13.416Z
679dc1c7dee8c7cd3df39141,Once Upon a Time in Mumbaai,"Two gangsters, Sultan Mirza, the infamous mobster of Mumbai, and Shoaib Khan, who aims to create an image in the underworld, try their best to rule the city on their own terms.",2010-07-30T00:00:00.000Z,"\nAction, Crime, Drama, Romance",Milan Luthria,0,Ajay Devgn,Emraan Hashmi,Kangana Ranaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679dc1c7dee8c7cd3df39142,679dc1c7dee8c7cd3df39143,679dc1c7dee8c7cd3df39144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1738392004815-m-banner-Once-Upon-a-Time-in-Mumbaai.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1738392004819-m-poster-Once-Upon-a-Time-in-Mumbaai.jpg,02:15,"Rajat Arora, Rajat Aroraa",,,2025-02-01T06:40:07.448Z,2025-02-01T06:40:07.448Z,2025-02-01T06:40:07.448Z
